url
https://www.cnnindonesia.com/ekonomi/20250711122449-92-1249551/nilai-pasar-nvidia-cetak-rekor-tertinggi-di-dunia-tembus-rp64884-t
https://www.cnnindonesia.com/nasional/20250711185108-12-1249754/polisi-buka-suara-soal-dugaan-cctv-di-kos-diplomat-kemlu-berubah-arah
